PROGRAM_LABEL,NAME,CODE,TOTAL_UNITS
MF/Other,AK LAKE AND PENINSULA BOROUGH,2164,0
All HUD,AK LAKE AND PENINSULA BOROUGH,2164,-1
S236,AK LAKE AND PENINSULA BOROUGH,2164,0
S8 NC/SR,AK LAKE AND PENINSULA BOROUGH,2164,0
PH,AK LAKE AND PENINSULA BOROUGH,2164,0
MR,AK MATANUSKA-SUSITNA BOROUGH,2170,-1
VO,AK MATANUSKA-SUSITNA BOROUGH,2170,-1
All HUD,AK MATANUSKA-SUSITNA BOROUGH,2170,-1
S8 NC/SR,AK MATANUSKA-SUSITNA BOROUGH,2170,20
S236,AK MATANUSKA-SUSITNA BOROUGH,2170,0
MF/Other,AK MATANUSKA-SUSITNA BOROUGH,2170,46
PH,AK MATANUSKA-SUSITNA BOROUGH,2170,32
MR,AK NOME CENSUS AREA,2180,-1
VO,AK NOME CENSUS AREA,2180,-1
MF/Other,AK NOME CENSUS AREA,2180,0
All HUD,AK NOME CENSUS AREA,2180,-1
S236,AK NOME CENSUS AREA,2180,0
S8 NC/SR,AK NOME CENSUS AREA,2180,0
PH,AK NOME CENSUS AREA,2180,33
MR,AK NORTH SLOPE BOROUGH,2185,-1
VO,AK NORTH SLOPE BOROUGH,2185,-1
MF/Other,AK NORTH SLOPE BOROUGH,2185,0
S236,AK NORTH SLOPE BOROUGH,2185,0
S8 NC/SR,AK NORTH SLOPE BOROUGH,2185,0
All HUD,AK NORTH SLOPE BOROUGH,2185,-1
PH,AK NORTH SLOPE BOROUGH,2185,0
VO,AK NORTHWEST ARCTIC BOROUGH,2188,-1
MR,AK NORTHWEST ARCTIC BOROUGH,2188,-1
MF/Other,AK NORTHWEST ARCTIC BOROUGH,2188,5
S236,AK NORTHWEST ARCTIC BOROUGH,2188,0
S8 NC/SR,AK NORTHWEST ARCTIC BOROUGH,2188,0
All HUD,AK NORTHWEST ARCTIC BOROUGH,2188,-1
PH,AK NORTHWEST ARCTIC BOROUGH,2188,0
VO,AK PRINCE OF WALES-OUTER KETCHIKAN CENSUS AREA 6146,2201,-1
MR,AK PRINCE OF WALES-OUTER KETCHIKAN CENSUS AREA 6146,2201,-1
S8 NC/SR,AK PRINCE OF WALES-OUTER KETCHIKAN CENSUS AREA 6146,2201,0
MF/Other,AK PRINCE OF WALES-OUTER KETCHIKAN CENSUS AREA 6146,2201,0
All HUD,AK PRINCE OF WALES-OUTER KETCHIKAN CENSUS AREA 6146,2201,-1
S236,AK PRINCE OF WALES-OUTER KETCHIKAN CENSUS AREA 6146,2201,0
PH,AK PRINCE OF WALES-OUTER KETCHIKAN CENSUS AREA 6146,2201,0
MR,AK SITKA CITY AND BOROUGH,2220,-1
VO,AK SITKA CITY AND BOROUGH,2220,-1
S236,AK SITKA CITY AND BOROUGH,2220,0
All HUD,AK SITKA CITY AND BOROUGH,2220,-1
MF/Other,AK SITKA CITY AND BOROUGH,2220,0
S8 NC/SR,AK SITKA CITY AND BOROUGH,2220,0
PH,AK SITKA CITY AND BOROUGH,2220,24
MR,AK SKAGWAY-HOONAH-ANGOON CENSUS AREA,2232,-1
VO,AK SKAGWAY-HOONAH-ANGOON CENSUS AREA,2232,-1
S8 NC/SR,AK SKAGWAY-HOONAH-ANGOON CENSUS AREA,2232,0
S236,AK SKAGWAY-HOONAH-ANGOON CENSUS AREA,2232,0
All HUD,AK SKAGWAY-HOONAH-ANGOON CENSUS AREA,2232,-1
MF/Other,AK SKAGWAY-HOONAH-ANGOON CENSUS AREA,2232,0
PH,AK SKAGWAY-HOONAH-ANGOON CENSUS AREA,2232,0
VO,AK SOUTHEAST FAIRBANKS CENSUS AREA,2240,-1
MR,AK SOUTHEAST FAIRBANKS CENSUS AREA,2240,-1
S8 NC/SR,AK SOUTHEAST FAIRBANKS CENSUS AREA,2240,0
MF/Other,AK SOUTHEAST FAIRBANKS CENSUS AREA,2240,0
All HUD,AK SOUTHEAST FAIRBANKS CENSUS AREA,2240,-1
S236,AK SOUTHEAST FAIRBANKS CENSUS AREA,2240,0
PH,AK SOUTHEAST FAIRBANKS CENSUS AREA,2240,0
MR,AK VALDEZ-CORDOVA CENSUS AREA,2261,-1
VO,AK VALDEZ-CORDOVA CENSUS AREA,2261,-1
All HUD,AK VALDEZ-CORDOVA CENSUS AREA,2261,-1
S8 NC/SR,AK VALDEZ-CORDOVA CENSUS AREA,2261,22
S236,AK VALDEZ-CORDOVA CENSUS AREA,2261,0
MF/Other,AK VALDEZ-CORDOVA CENSUS AREA,2261,0
PH,AK VALDEZ-CORDOVA CENSUS AREA,2261,23
VO,AK WADE HAMPTON CENSUS AREA,2270,-1
MR,AK WADE HAMPTON CENSUS AREA,2270,-1
MF/Other,AK WADE HAMPTON CENSUS AREA,2270,0
S236,AK WADE HAMPTON CENSUS AREA,2270,0
All HUD,AK WADE HAMPTON CENSUS AREA,2270,-1
S8 NC/SR,AK WADE HAMPTON CENSUS AREA,2270,0
PH,AK WADE HAMPTON CENSUS AREA,2270,0
MR,AK WRANGELL-PETERSBURG CENSUS AREA,2280,-1
VO,AK WRANGELL-PETERSBURG CENSUS AREA,2280,-1
S8 NC/SR,AK WRANGELL-PETERSBURG CENSUS AREA,2280,24
MF/Other,AK WRANGELL-PETERSBURG CENSUS AREA,2280,56
All HUD,AK WRANGELL-PETERSBURG CENSUS AREA,2280,-1
S236,AK WRANGELL-PETERSBURG CENSUS AREA,2280,0
PH,AK WRANGELL-PETERSBURG CENSUS AREA,2280,20
MR,AK YAKUTAT CITY AND BOROUGH,2282,-1
VO,AK YAKUTAT CITY AND BOROUGH,2282,-1
All HUD,AK YAKUTAT CITY AND BOROUGH,2282,-1
S236,AK YAKUTAT CITY AND BOROUGH,2282,0
S8 NC/SR,AK YAKUTAT CITY AND BOROUGH,2282,0
MF/Other,AK YAKUTAT CITY AND BOROUGH,2282,0
PH,AK YAKUTAT CITY AND BOROUGH,2282,0
MR,AK YUKON-KOYUKUK CENSUS AREA,2290,-1
VO,AK YUKON-KOYUKUK CENSUS AREA,2290,-1
All HUD,AK YUKON-KOYUKUK CENSUS AREA,2290,-1
S236,AK YUKON-KOYUKUK CENSUS AREA,2290,0
MF/Other,AK YUKON-KOYUKUK CENSUS AREA,2290,0
S8 NC/SR,AK YUKON-KOYUKUK CENSUS AREA,2290,0
PH,AK YUKON-KOYUKUK CENSUS AREA,2290,0
MR,AK NO COUNTY CODE,2999,-1
VO,AK NO COUNTY CODE,2999,-1
MF/Other,AK NO COUNTY CODE,2999,0
All HUD,AK NO COUNTY CODE,2999,-1
S8 NC/SR,AK NO COUNTY CODE,2999,0
S236,AK NO COUNTY CODE,2999,0
PH,AK NO COUNTY CODE,2999,0
VO,AZ APACHE COUNTY,4001,-1
MR,AZ APACHE COUNTY,4001,-1
S8 NC/SR,AZ APACHE COUNTY,4001,74
All HUD,AZ APACHE COUNTY,4001,-1
MF/Other,AZ APACHE COUNTY,4001,0
S236,AZ APACHE COUNTY,4001,0
PH,AZ APACHE COUNTY,4001,0
MR,AZ COCHISE COUNTY,4003,-1
VO,AZ COCHISE COUNTY,4003,-1
MF/Other,AZ COCHISE COUNTY,4003,60
S236,AZ COCHISE COUNTY,4003,0
S8 NC/SR,AZ COCHISE COUNTY,4003,269
All HUD,AZ COCHISE COUNTY,4003,-1
PH,AZ COCHISE COUNTY,4003,0
VO,AZ COCONINO COUNTY,4005,-1
MR,AZ COCONINO COUNTY,4005,-1
All HUD,AZ COCONINO COUNTY,4005,-1
MF/Other,AZ COCONINO COUNTY,4005,0
S236,AZ COCONINO COUNTY,4005,0
S8 NC/SR,AZ COCONINO COUNTY,4005,118
PH,AZ COCONINO COUNTY,4005,294
VO,AZ GILA COUNTY,4007,-1
MR,AZ GILA COUNTY,4007,-1
S8 NC/SR,AZ GILA COUNTY,4007,61
MF/Other,AZ GILA COUNTY,4007,0
S236,AZ GILA COUNTY,4007,0
All HUD,AZ GILA COUNTY,4007,-1
PH,AZ GILA COUNTY,4007,0
VO,AZ GRAHAM COUNTY,4009,-1
MR,AZ GRAHAM COUNTY,4009,-1
All HUD,AZ GRAHAM COUNTY,4009,-1
S8 NC/SR,AZ GRAHAM COUNTY,4009,31
MF/Other,AZ GRAHAM COUNTY,4009,0
S236,AZ GRAHAM COUNTY,4009,0
PH,AZ GRAHAM COUNTY,4009,0
MR,AZ GREENLEE COUNTY,4011,-1
VO,AZ GREENLEE COUNTY,4011,-1
S8 NC/SR,AZ GREENLEE COUNTY,4011,0
S236,AZ GREENLEE COUNTY,4011,0
MF/Other,AZ GREENLEE COUNTY,4011,0
All HUD,AZ GREENLEE COUNTY,4011,-1
PH,AZ GREENLEE COUNTY,4011,0
MR,AZ LA PAZ COUNTY,4012,-1
VO,AZ LA PAZ COUNTY,4012,-1
MF/Other,AZ LA PAZ COUNTY,4012,0
S8 NC/SR,AZ LA PAZ COUNTY,4012,0
S236,AZ LA PAZ COUNTY,4012,0
All HUD,AZ LA PAZ COUNTY,4012,-1
PH,AZ LA PAZ COUNTY,4012,0
MR,AZ MARICOPA COUNTY,4013,-1
VO,AZ MARICOPA COUNTY,4013,-1
S236,AZ MARICOPA COUNTY,4013,576
MF/Other,AZ MARICOPA COUNTY,4013,2500
All HUD,AZ MARICOPA COUNTY,4013,-1
S8 NC/SR,AZ MARICOPA COUNTY,4013,4122
PH,AZ MARICOPA COUNTY,4013,3615
VO,AZ MOHAVE COUNTY,4015,-1
MR,AZ MOHAVE COUNTY,4015,-1
All HUD,AZ MOHAVE COUNTY,4015,-1
S8 NC/SR,AZ MOHAVE COUNTY,4015,107
MF/Other,AZ MOHAVE COUNTY,4015,56
S236,AZ MOHAVE COUNTY,4015,0
PH,AZ MOHAVE COUNTY,4015,0
VO,AZ NAVAJO COUNTY,4017,-1
MR,AZ NAVAJO COUNTY,4017,-1
MF/Other,AZ NAVAJO COUNTY,4017,52
All HUD,AZ NAVAJO COUNTY,4017,-1
S236,AZ NAVAJO COUNTY,4017,0
S8 NC/SR,AZ NAVAJO COUNTY,4017,42
PH,AZ NAVAJO COUNTY,4017,55
VO,AZ PIMA COUNTY,4019,-1
MR,AZ PIMA COUNTY,4019,-1
S236,AZ PIMA COUNTY,4019,502
S8 NC/SR,AZ PIMA COUNTY,4019,394
MF/Other,AZ PIMA COUNTY,4019,1216
All HUD,AZ PIMA COUNTY,4019,-1
PH,AZ PIMA COUNTY,4019,1688
MR,AZ PINAL COUNTY,4021,-1
VO,AZ PINAL COUNTY,4021,-1
All HUD,AZ PINAL COUNTY,4021,-1
MF/Other,AZ PINAL COUNTY,4021,60
S8 NC/SR,AZ PINAL COUNTY,4021,144
S236,AZ PINAL COUNTY,4021,0
PH,AZ PINAL COUNTY,4021,219
MR,AZ SANTA CRUZ COUNTY,4023,-1
VO,AZ SANTA CRUZ COUNTY,4023,-1
MF/Other,AZ SANTA CRUZ COUNTY,4023,40
S8 NC/SR,AZ SANTA CRUZ COUNTY,4023,0
S236,AZ SANTA CRUZ COUNTY,4023,0
All HUD,AZ SANTA CRUZ COUNTY,4023,-1
PH,AZ SANTA CRUZ COUNTY,4023,225
VO,AZ YAVAPAI COUNTY,4025,-1
MR,AZ YAVAPAI COUNTY,4025,-1
All HUD,AZ YAVAPAI COUNTY,4025,-1
MF/Other,AZ YAVAPAI COUNTY,4025,108
S236,AZ YAVAPAI COUNTY,4025,60
S8 NC/SR,AZ YAVAPAI COUNTY,4025,180
PH,AZ YAVAPAI COUNTY,4025,0
VO,AZ YUMA COUNTY,4027,-1
MR,AZ YUMA COUNTY,4027,-1
All HUD,AZ YUMA COUNTY,4027,-1
MF/Other,AZ YUMA COUNTY,4027,32
S236,AZ YUMA COUNTY,4027,0
S8 NC/SR,AZ YUMA COUNTY,4027,201
PH,AZ YUMA COUNTY,4027,394
MR,AZ NO COUNTY CODE,4999,-1
VO,AZ NO COUNTY CODE,4999,-1
All HUD,AZ NO COUNTY CODE,4999,-1
S8 NC/SR,AZ NO COUNTY CODE,4999,0
MF/Other,AZ NO COUNTY CODE,4999,0
S236,AZ NO COUNTY CODE,4999,0
PH,AZ NO COUNTY CODE,4999,0
VO,AR ARKANSAS COUNTY,5001,-1
MR,AR ARKANSAS COUNTY,5001,-1
MF/Other,AR ARKANSAS COUNTY,5001,128
S236,AR ARKANSAS COUNTY,5001,0
S8 NC/SR,AR ARKANSAS COUNTY,5001,60
All HUD,AR ARKANSAS COUNTY,5001,-1
PH,AR ARKANSAS COUNTY,5001,116
VO,AR ASHLEY COUNTY,5003,-1
MR,AR ASHLEY COUNTY,5003,-1
S8 NC/SR,AR ASHLEY COUNTY,5003,30
S236,AR ASHLEY COUNTY,5003,50
MF/Other,AR ASHLEY COUNTY,5003,56
All HUD,AR ASHLEY COUNTY,5003,-1
PH,AR ASHLEY COUNTY,5003,124
MR,AR BAXTER COUNTY,5005,-1
VO,AR BAXTER COUNTY,5005,-1
S8 NC/SR,AR BAXTER COUNTY,5005,51
S236,AR BAXTER COUNTY,5005,60
MF/Other,AR BAXTER COUNTY,5005,90
All HUD,AR BAXTER COUNTY,5005,-1
PH,AR BAXTER COUNTY,5005,25
VO,AR BENTON COUNTY,5007,-1
MR,AR BENTON COUNTY,5007,-1
S236,AR BENTON COUNTY,5007,50
All HUD,AR BENTON COUNTY,5007,-1
MF/Other,AR BENTON COUNTY,5007,218
S8 NC/SR,AR BENTON COUNTY,5007,185
PH,AR BENTON COUNTY,5007,34
VO,AR BOONE COUNTY,5009,-1
MR,AR BOONE COUNTY,5009,-1
S236,AR BOONE COUNTY,5009,0
All HUD,AR BOONE COUNTY,5009,-1
MF/Other,AR BOONE COUNTY,5009,64
S8 NC/SR,AR BOONE COUNTY,5009,84
PH,AR BOONE COUNTY,5009,0
MR,AR BRADLEY COUNTY,5011,-1
VO,AR BRADLEY COUNTY,5011,-1
S8 NC/SR,AR BRADLEY COUNTY,5011,44
S236,AR BRADLEY COUNTY,5011,0
MF/Other,AR BRADLEY COUNTY,5011,0
All HUD,AR BRADLEY COUNTY,5011,-1
PH,AR BRADLEY COUNTY,5011,171
VO,AR CALHOUN COUNTY,5013,-1
MR,AR CALHOUN COUNTY,5013,-1
MF/Other,AR CALHOUN COUNTY,5013,0
All HUD,AR CALHOUN COUNTY,5013,-1
S236,AR CALHOUN COUNTY,5013,0
S8 NC/SR,AR CALHOUN COUNTY,5013,0
PH,AR CALHOUN COUNTY,5013,0
MR,AR CARROLL COUNTY,5015,-1
VO,AR CARROLL COUNTY,5015,-1
MF/Other,AR CARROLL COUNTY,5015,56
S236,AR CARROLL COUNTY,5015,64
S8 NC/SR,AR CARROLL COUNTY,5015,0
All HUD,AR CARROLL COUNTY,5015,-1
PH,AR CARROLL COUNTY,5015,58
MR,AR CHICOT COUNTY,5017,-1
VO,AR CHICOT COUNTY,5017,-1
S8 NC/SR,AR CHICOT COUNTY,5017,90
S236,AR CHICOT COUNTY,5017,0
MF/Other,AR CHICOT COUNTY,5017,50
All HUD,AR CHICOT COUNTY,5017,-1
PH,AR CHICOT COUNTY,5017,0
MR,AR CLARK COUNTY,5019,-1
VO,AR CLARK COUNTY,5019,-1
MF/Other,AR CLARK COUNTY,5019,66
S8 NC/SR,AR CLARK COUNTY,5019,132
All HUD,AR CLARK COUNTY,5019,-1
S236,AR CLARK COUNTY,5019,0
PH,AR CLARK COUNTY,5019,156
VO,AR CLAY COUNTY,5021,-1
MR,AR CLAY COUNTY,5021,-1
S8 NC/SR,AR CLAY COUNTY,5021,40
All HUD,AR CLAY COUNTY,5021,-1
MF/Other,AR CLAY COUNTY,5021,19
S236,AR CLAY COUNTY,5021,0
PH,AR CLAY COUNTY,5021,80
MR,AR CLEBURNE COUNTY,5023,-1
VO,AR CLEBURNE COUNTY,5023,-1
S8 NC/SR,AR CLEBURNE COUNTY,5023,20
MF/Other,AR CLEBURNE COUNTY,5023,26
All HUD,AR CLEBURNE COUNTY,5023,-1
S236,AR CLEBURNE COUNTY,5023,0
PH,AR CLEBURNE COUNTY,5023,70
MR,AR CLEVELAND COUNTY,5025,-1
VO,AR CLEVELAND COUNTY,5025,-1
S236,AR CLEVELAND COUNTY,5025,0
MF/Other,AR CLEVELAND COUNTY,5025,0
S8 NC/SR,AR CLEVELAND COUNTY,5025,0
All HUD,AR CLEVELAND COUNTY,5025,-1
PH,AR CLEVELAND COUNTY,5025,34
VO,AR COLUMBIA COUNTY,5027,-1
MR,AR COLUMBIA COUNTY,5027,-1
All HUD,AR COLUMBIA COUNTY,5027,-1
S8 NC/SR,AR COLUMBIA COUNTY,5027,83
S236,AR COLUMBIA COUNTY,5027,0
MF/Other,AR COLUMBIA COUNTY,5027,60
PH,AR COLUMBIA COUNTY,5027,180
VO,AR CONWAY COUNTY,5029,-1
MR,AR CONWAY COUNTY,5029,-1
S8 NC/SR,AR CONWAY COUNTY,5029,0
S236,AR CONWAY COUNTY,5029,48
All HUD,AR CONWAY COUNTY,5029,-1
MF/Other,AR CONWAY COUNTY,5029,0
PH,AR CONWAY COUNTY,5029,206
VO,AR CRAIGHEAD COUNTY,5031,-1
MR,AR CRAIGHEAD COUNTY,5031,-1
All HUD,AR CRAIGHEAD COUNTY,5031,-1
S8 NC/SR,AR CRAIGHEAD COUNTY,5031,321
S236,AR CRAIGHEAD COUNTY,5031,0
MF/Other,AR CRAIGHEAD COUNTY,5031,352
PH,AR CRAIGHEAD COUNTY,5031,289
MR,AR CRAWFORD COUNTY,5033,-1
VO,AR CRAWFORD COUNTY,5033,-1
S236,AR CRAWFORD COUNTY,5033,0
S8 NC/SR,AR CRAWFORD COUNTY,5033,51
MF/Other,AR CRAWFORD COUNTY,5033,72
All HUD,AR CRAWFORD COUNTY,5033,-1
PH,AR CRAWFORD COUNTY,5033,292
VO,AR CRITTENDEN COUNTY,5035,-1
MR,AR CRITTENDEN COUNTY,5035,-1
All HUD,AR CRITTENDEN COUNTY,5035,-1
S236,AR CRITTENDEN COUNTY,5035,80
MF/Other,AR CRITTENDEN COUNTY,5035,286
S8 NC/SR,AR CRITTENDEN COUNTY,5035,205
PH,AR CRITTENDEN COUNTY,5035,451
MR,AR CROSS COUNTY,5037,-1
VO,AR CROSS COUNTY,5037,-1
S236,AR CROSS COUNTY,5037,0
MF/Other,AR CROSS COUNTY,5037,18
All HUD,AR CROSS COUNTY,5037,-1
S8 NC/SR,AR CROSS COUNTY,5037,104
PH,AR CROSS COUNTY,5037,130
MR,AR DALLAS COUNTY,5039,-1
VO,AR DALLAS COUNTY,5039,-1
S8 NC/SR,AR DALLAS COUNTY,5039,58
S236,AR DALLAS COUNTY,5039,0
All HUD,AR DALLAS COUNTY,5039,-1
MF/Other,AR DALLAS COUNTY,5039,30
PH,AR DALLAS COUNTY,5039,32
MR,AR DESHA COUNTY,5041,-1
VO,AR DESHA COUNTY,5041,-1
All HUD,AR DESHA COUNTY,5041,-1
S236,AR DESHA COUNTY,5041,0
S8 NC/SR,AR DESHA COUNTY,5041,76
MF/Other,AR DESHA COUNTY,5041,115
PH,AR DESHA COUNTY,5041,154
VO,AR DREW COUNTY,5043,-1
MR,AR DREW COUNTY,5043,-1
All HUD,AR DREW COUNTY,5043,-1
MF/Other,AR DREW COUNTY,5043,60
S236,AR DREW COUNTY,5043,60
S8 NC/SR,AR DREW COUNTY,5043,62
PH,AR DREW COUNTY,5043,0
VO,AR FAULKNER COUNTY,5045,-1
MR,AR FAULKNER COUNTY,5045,-1
MF/Other,AR FAULKNER COUNTY,5045,37
S236,AR FAULKNER COUNTY,5045,0
All HUD,AR FAULKNER COUNTY,5045,-1
S8 NC/SR,AR FAULKNER COUNTY,5045,202
PH,AR FAULKNER COUNTY,5045,154
VO,AR FRANKLIN COUNTY,5047,-1
MR,AR FRANKLIN COUNTY,5047,-1
MF/Other,AR FRANKLIN COUNTY,5047,0
S8 NC/SR,AR FRANKLIN COUNTY,5047,0
S236,AR FRANKLIN COUNTY,5047,0
All HUD,AR FRANKLIN COUNTY,5047,-1
PH,AR FRANKLIN COUNTY,5047,40
MR,AR FULTON COUNTY,5049,-1
VO,AR FULTON COUNTY,5049,-1
S8 NC/SR,AR FULTON COUNTY,5049,20
MF/Other,AR FULTON COUNTY,5049,10
S236,AR FULTON COUNTY,5049,0
All HUD,AR FULTON COUNTY,5049,-1
PH,AR FULTON COUNTY,5049,72
VO,AR GARLAND COUNTY,5051,-1
MR,AR GARLAND COUNTY,5051,-1
MF/Other,AR GARLAND COUNTY,5051,158
S236,AR GARLAND COUNTY,5051,0
S8 NC/SR,AR GARLAND COUNTY,5051,424
All HUD,AR GARLAND COUNTY,5051,-1
PH,AR GARLAND COUNTY,5051,375
MR,AR GRANT COUNTY,5053,-1
VO,AR GRANT COUNTY,5053,-1
MF/Other,AR GRANT COUNTY,5053,32
S8 NC/SR,AR GRANT COUNTY,5053,24
All HUD,AR GRANT COUNTY,5053,-1
S236,AR GRANT COUNTY,5053,0
PH,AR GRANT COUNTY,5053,0
MR,AR GREENE COUNTY,5055,-1
VO,AR GREENE COUNTY,5055,-1
All HUD,AR GREENE COUNTY,5055,-1
S8 NC/SR,AR GREENE COUNTY,5055,18
S236,AR GREENE COUNTY,5055,0
MF/Other,AR GREENE COUNTY,5055,5
PH,AR GREENE COUNTY,5055,253
VO,AR HEMPSTEAD COUNTY,5057,-1
MR,AR HEMPSTEAD COUNTY,5057,-1
S8 NC/SR,AR HEMPSTEAD COUNTY,5057,137
S236,AR HEMPSTEAD COUNTY,5057,0
MF/Other,AR HEMPSTEAD COUNTY,5057,0
All HUD,AR HEMPSTEAD COUNTY,5057,-1
PH,AR HEMPSTEAD COUNTY,5057,210
VO,AR HOT SPRING COUNTY,5059,-1
MR,AR HOT SPRING COUNTY,5059,-1
S8 NC/SR,AR HOT SPRING COUNTY,5059,0
S236,AR HOT SPRING COUNTY,5059,50
MF/Other,AR HOT SPRING COUNTY,5059,75
All HUD,AR HOT SPRING COUNTY,5059,-1
PH,AR HOT SPRING COUNTY,5059,169
VO,AR HOWARD COUNTY,5061,-1
MR,AR HOWARD COUNTY,5061,-1
All HUD,AR HOWARD COUNTY,5061,-1
S8 NC/SR,AR HOWARD COUNTY,5061,0
S236,AR HOWARD COUNTY,5061,0
MF/Other,AR HOWARD COUNTY,5061,0
PH,AR HOWARD COUNTY,5061,164
MR,AR INDEPENDENCE COUNTY,5063,-1
VO,AR INDEPENDENCE COUNTY,5063,-1
All HUD,AR INDEPENDENCE COUNTY,5063,-1
MF/Other,AR INDEPENDENCE COUNTY,5063,86
S236,AR INDEPENDENCE COUNTY,5063,0
S8 NC/SR,AR INDEPENDENCE COUNTY,5063,99
PH,AR INDEPENDENCE COUNTY,5063,108
MR,AR IZARD COUNTY,5065,-1
VO,AR IZARD COUNTY,5065,-1
S236,AR IZARD COUNTY,5065,0
MF/Other,AR IZARD COUNTY,5065,10
S8 NC/SR,AR IZARD COUNTY,5065,20
All HUD,AR IZARD COUNTY,5065,-1
PH,AR IZARD COUNTY,5065,56
MR,AR JACKSON COUNTY,5067,-1
VO,AR JACKSON COUNTY,5067,-1
S8 NC/SR,AR JACKSON COUNTY,5067,104
MF/Other,AR JACKSON COUNTY,5067,80
All HUD,AR JACKSON COUNTY,5067,-1
S236,AR JACKSON COUNTY,5067,0
PH,AR JACKSON COUNTY,5067,307
MR,AR JEFFERSON COUNTY,5069,-1
VO,AR JEFFERSON COUNTY,5069,-1
S236,AR JEFFERSON COUNTY,5069,134
MF/Other,AR JEFFERSON COUNTY,5069,509
S8 NC/SR,AR JEFFERSON COUNTY,5069,199
All HUD,AR JEFFERSON COUNTY,5069,-1
PH,AR JEFFERSON COUNTY,5069,272
MR,AR JOHNSON COUNTY,5071,-1
VO,AR JOHNSON COUNTY,5071,-1
All HUD,AR JOHNSON COUNTY,5071,-1
S236,AR JOHNSON COUNTY,5071,0
MF/Other,AR JOHNSON COUNTY,5071,18
S8 NC/SR,AR JOHNSON COUNTY,5071,0
PH,AR JOHNSON COUNTY,5071,193
VO,AR LAFAYETTE COUNTY,5073,-1
MR,AR LAFAYETTE COUNTY,5073,-1
All HUD,AR LAFAYETTE COUNTY,5073,-1
S8 NC/SR,AR LAFAYETTE COUNTY,5073,0
S236,AR LAFAYETTE COUNTY,5073,0
MF/Other,AR LAFAYETTE COUNTY,5073,9
PH,AR LAFAYETTE COUNTY,5073,0
MR,AR LAWRENCE COUNTY,5075,-1
VO,AR LAWRENCE COUNTY,5075,-1
All HUD,AR LAWRENCE COUNTY,5075,-1
MF/Other,AR LAWRENCE COUNTY,5075,26
S8 NC/SR,AR LAWRENCE COUNTY,5075,92
S236,AR LAWRENCE COUNTY,5075,0
PH,AR LAWRENCE COUNTY,5075,60
MR,AR LEE COUNTY,5077,-1
VO,AR LEE COUNTY,5077,-1
S8 NC/SR,AR LEE COUNTY,5077,112
MF/Other,AR LEE COUNTY,5077,80
All HUD,AR LEE COUNTY,5077,-1
S236,AR LEE COUNTY,5077,0
PH,AR LEE COUNTY,5077,250
MR,AR LINCOLN COUNTY,5079,-1
VO,AR LINCOLN COUNTY,5079,-1
All HUD,AR LINCOLN COUNTY,5079,-1
S8 NC/SR,AR LINCOLN COUNTY,5079,0
S236,AR LINCOLN COUNTY,5079,0
MF/Other,AR LINCOLN COUNTY,5079,0
PH,AR LINCOLN COUNTY,5079,76
MR,AR LITTLE RIVER COUNTY,5081,-1
VO,AR LITTLE RIVER COUNTY,5081,-1
All HUD,AR LITTLE RIVER COUNTY,5081,-1
MF/Other,AR LITTLE RIVER COUNTY,5081,0
S8 NC/SR,AR LITTLE RIVER COUNTY,5081,56
S236,AR LITTLE RIVER COUNTY,5081,0
PH,AR LITTLE RIVER COUNTY,5081,148
MR,AR LOGAN COUNTY,5083,-1
VO,AR LOGAN COUNTY,5083,-1
S236,AR LOGAN COUNTY,5083,0
MF/Other,AR LOGAN COUNTY,5083,0
S8 NC/SR,AR LOGAN COUNTY,5083,84
All HUD,AR LOGAN COUNTY,5083,-1
PH,AR LOGAN COUNTY,5083,96
MR,AR LONOKE COUNTY,5085,-1
VO,AR LONOKE COUNTY,5085,-1
All HUD,AR LONOKE COUNTY,5085,-1
S236,AR LONOKE COUNTY,5085,0
MF/Other,AR LONOKE COUNTY,5085,38
S8 NC/SR,AR LONOKE COUNTY,5085,102
PH,AR LONOKE COUNTY,5085,240
VO,AR MADISON COUNTY,5087,-1
MR,AR MADISON COUNTY,5087,-1
MF/Other,AR MADISON COUNTY,5087,0
All HUD,AR MADISON COUNTY,5087,-1
S8 NC/SR,AR MADISON COUNTY,5087,84
S236,AR MADISON COUNTY,5087,0
PH,AR MADISON COUNTY,5087,0
MR,AR MARION COUNTY,5089,-1
VO,AR MARION COUNTY,5089,-1
MF/Other,AR MARION COUNTY,5089,20
S8 NC/SR,AR MARION COUNTY,5089,68
All HUD,AR MARION COUNTY,5089,-1
S236,AR MARION COUNTY,5089,0
PH,AR MARION COUNTY,5089,24
VO,AR MILLER COUNTY,5091,-1
MR,AR MILLER COUNTY,5091,-1
All HUD,AR MILLER COUNTY,5091,-1
S8 NC/SR,AR MILLER COUNTY,5091,91
S236,AR MILLER COUNTY,5091,100
MF/Other,AR MILLER COUNTY,5091,134
PH,AR MILLER COUNTY,5091,391
VO,AR MISSISSIPPI COUNTY,5093,-1
MR,AR MISSISSIPPI COUNTY,5093,-1
MF/Other,AR MISSISSIPPI COUNTY,5093,90
S8 NC/SR,AR MISSISSIPPI COUNTY,5093,70
S236,AR MISSISSIPPI COUNTY,5093,146
All HUD,AR MISSISSIPPI COUNTY,5093,-1
PH,AR MISSISSIPPI COUNTY,5093,1030
VO,AR MONROE COUNTY,5095,-1
MR,AR MONROE COUNTY,5095,-1
All HUD,AR MONROE COUNTY,5095,-1
MF/Other,AR MONROE COUNTY,5095,20
